scaling_factor,text
0.3,"you're a real jerk and you're not funny

I was in Chicago

Got a bad taste in you? You should be

I don't get it

Your right, you are a jerk"
0.3,"you're a realist, you've done a disservice to the people in my life and, you just suck at work at making people feel good.

Now, do you really think I can be a realist if I're a realist in your heart? I know I'm a realist in my heart. Just like I am a realist in my heart, you're not."
0.3,"you're a real racist.""

And the hypocrisy of Trump supporters is appalling.

He's not going to make a show that can garner 1 million viewers, is he?

His only real claim is to be a real racist and not a real ""racist.""

Trump is actually an advocate and not a racist."
0.3,"you're a realist and I just don't understand it. What you just said is so offensive and insulting you really do understand people are a minority and in many ways the white privilege in america today is very old. What you are describing is something that has been brought to you by your fellow americans and has gone largely unchecked. Have you ever tried to explain yourself and if not then that is your own fault.
The only thing that I know is that americans are a minority and people of color are"
0.3,"you're a real freak.

But seriously, if you're actually a freak then you should know better than all the people you claim to represent in the Republican Party.

And to be blunt, how would you know?

How do you know that I'm a freak?

By being a real freak and not being a freak, how do you know?By being a real freak and not being a freak, you can fucking be right about the things. It isn't as if you are"
0.3,"you're a real retard? Fuck no, stop saying that shit. I used to be a professional gamer and now I'm a loser and an asshole who is trying to prove that gaming is only about playing computers, with the only thing I can do is read your bullshit, the only reason why you guys are talking is because you are a moron and a fucking moron even if you are not morons, you are a moron even if you are not morons, you are a moron even if you"
0.3,"you're a real creep.


You think I'm a creep?


If you're a creep then you're just a creep.


I'm pretty sure you're a creep.


I think you're a creep.


I think you're a creep.


I can't believe the crap you post.


Sorry but you're not a creep.


Maybe you're a creep.


Maybe I'm a creep too.


Maybe I'm a creep too"
0.3,you're a real fucking prick and you're not even a real fucking prick at all.You know that's the fucking truth.You know why? Because you fucking got shit done.You know why? Because you fucking got shit done.You know why? Because you fucking got shit done.You know why? Because you fucking got shit done.You know why? Because you fucking got shit done.
0.3,"you're a real jerk.""

I think it's clear that the Left has become even more extreme and desperate for legitimacy because of the Left's obsession with identity politics.

But the Left has to understand it can't afford to be confused about identity politics, and the Left's obsession with identity politics is itself an ideological distraction from the truth.

When you start blaming ""the Left"" for everything, you're making yourself seem like a moron.

Now if you're so angry about you"
0.3,"you're a real loser and i'll never buy this shit again and i'll never buy shit from these bros.
You never hear me. I hear you, not them and not anyone.
You want to tell me what happened before you and you're going to attack me? You want my money? How do you know?
Now, this guy is fucking serious and he's on youtube explaining how the fuck this whole shit started.
You, not him, the internet hasnt been like this for"
0.4,"you're a real idiot. You're real ignorant of the matter. It's your stupidity that justifies your ignorance, and the fact that you're ignorant of the matter.You're dumb, your ignorance of the matter and the fact that you're dumb are the reasons why you're dumb (and the fact that you're ignorant of the matter."
0.4,"you're a realracist for being ""progressive"" and being a realracist against women for being ""progressive"" and being ""progressive."""
0.4,"you're a real creep.
You know, you think everyone knows that you were being ridiculous and just wanted to share some facts you're not understanding. You're not understanding because you just want the facts.You're just a real creep to sharefacts you are not understanding because you just want the facts.
You are being an idiot.You are not understanding. You are being an idiot."
0.4,"you're a real bigot.

If the US has ""an open and hostile court system,"" then, you should be the first to denounce the open and hostile court system. You shouldn't be either."
0.4,you're a real hypocrite.
0.4,"you're a real racist, not a racist.


I will be the first black in the history of this country.


Don't believe me, I have already read the entire article.


White supremacist is racist.

racist is racism.

racist is racism.

racist is racism.


You are not right, you are right.


Don't believe me.

You are not right, you are not right."
0.4,"you're a real bad actor, they are making a fake difference with the world, they are not real bad actors. You can read through the bullshit in the bullshit in the bullshit, you understand it but the bullshit is so fake that the world cannot hear it and the world cannot hear it.

*all the fake crap in the fake fake fake is fake, a real bad actor. They are making a fake difference with the world, they are making a fake difference. They are making a fake difference with the"
0.4,"you're a real idiot.


Why, you're a real idiot.


Seriously, you're a real idiot."
0.4,"you're a real ""bitch"" for getting your message across with the ""Bitch"" message from the racist, ""racist"" ""Bitch"" and ""Bitch"" on your ""Bitch"" ""Bitch"" messages from you ""bitch"" because you ""Bitch"" you are not ""Bitch"" and you ""Bitch"" are not ""Bitch"" in your ""Bitch"" ""Bitch"" ""Bitch"" and you are not ""Bitch"" in your ""B"
0.4,you're a real crook. You've been crooks for years and probably have never been in front of a jury or jury. You're a real crook. You've been crooks for years and probably have never been in front of a jury or jury. YOU'RE a REAL crook. You've been crooks for years and probably have never been in front of a jury or jury. YOU'RE a REAL crook. You've been crooks for years and probably have never been in front
0.5,you're a real moron and then get your FUCK back and the jews of america are real morons and just sit here and watch and watch the jews of america become real morons and then get your FUCK back.
0.5,"you're a real "" real people."""
0.5,you're a real white guy and you're fake white guy so what you want  White Guy  YouFake White Guy You fake White Guy YouFake White Guy YouFake White Guy YouFake White Guy YouFake White Guy YouFake White Guy YouFake White Guy YouFake White Guy YouFake White Guy YouFake White Guy YouFake White Guy YouFake White Guy YouFake White Guy YouFake White Guy YouFake White Guy YouFake White
0.5,"you're a real racist.
But you're a real racist and a real racist.
Now you want to stop the genocide of the negroes.
Now you want a real racist."
0.5,"you're a real blackhole, they got themselves some lynching points here by getting lynching points here."
0.5,"you're a real loser. You are the one person who will get the blame for the entire problem. Your entire existence has been a total jerk with the worst people getting everything right and you have the lowest and worst people getting everything right. You are one person who got everything wrong, right, right, RIGHT. You got everything wrong, wrong, right. You want to get ALL wrong, right, right, right, right, you are being one person, right. You want to get ALL wrong, right,"
0.5,"you're a real bad human. """
0.5,you're a real fan...right??
0.5,you're a real jerk in real business.
0.5,you're a real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real
0.6,you're a real white guy racist and a real white dude racist and a real white dude racist and racist.
0.6,"you're a real-life, reallife, reallife, real life, real life, real life, real life, real life, real life.
Reallife, real life, real life, real life, real life, real life, real life.
Real life, real life, real life, real life, real life, real life, real life, real life, real life, real life, real life, real life, real life, real life, real life, real life, real life"
0.6,"you're a real "" fake"" real "" fake"" fake.Fake.Fake fake andFakeFake is fake and Fake notFake is fake andFake is Fake fake andFake isFake isFake andFake isFake isFake isFake isFake isFake isFake isFake isFake isFake isFake isFake isFake isFake isFake isFake isFake isFake isFake isFake isFake isFake isFake isFake isFake isFake isFake isFake isFake isFake isFake isFake is"
0.6,"you're a realt , are you realt"
0.6,"you're a real problem, what have you got.   You should be   
Don't you think  the  you should be the one that just                                                                      "
0.6,"you're a real white male, so fake fake white male and white male with fake white male.

 fake white male and fake female."
0.6,you're a real real fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake
0.6,you're a real ass ass ass ass ass ass ass ass ass ass ass ass ass ass ass ass ass ass ass ass ass ass ass ass ass ass ass ass ass ass ass ass ass ass ass ass ass ass ass ass ass ass ass ass ass ass ass ass ass ass ass ass ass ass ass ass ass ass ass ass ass ass ass ass ass ass ass ass ass ass ass ass ass ass ass ass ass ass ass ass ass ass ass ass ass ass ass ass ass ass ass ass ass ass ass ass ass ass ass ass
0.6,you're a real bad bad bad bad bad bad bad bad bad bad bad bad bad bad bad bad bad bad bad bad bad bad bad bad bad bad bad bad bad bad bad bad bad bad bad bad bad bad bad bad bad bad bad bad bad bad bad bad bad bad bad bad bad bad bad bad bad bad bad bad bad bad bad bad bad bad bad bad bad bad bad bad bad bad bad bad bad bad bad bad bad bad bad bad bad bad bad bad bad bad bad bad bad bad bad bad bad bad bad bad
0.6,you're a realist/racist/racist/policist/policist/policist/racist/racist/policist.
0.7,you're a real good American guys and real bad American guys and real bad Americans. REAL bad bad american men and bad american guys and bad american american american good american american americans bad americans and bad americans and american american good american good american american americans and bad american american american american americans and american american americans and american american american american american american american american american americ
0.7,"you're a real negro and real negro and real negro.

, they are real negro and real negro and real negro, are real black"
0.7,"you're a real black. I don't be the black negro,"
0.7,"you're a realists and fakeists. ""Fake and fake. fake and fake, all the fake and all phony fake, fake and fake"
0.7,"you're a real black, white, white, white, black, white, black, black, white, black, white, black, white, black, white, white, white, black, white, black, white, white, black, black, white, black, white, white, black, white, black, white, black, white, white, black, white, black, white, black, black, white, black, white, black, black, white, black, black, black,"
0.7,"you're a real white and real white and real real and real people are not real, the reality has no real fact. are real the fact, there are no real and fake fact."
0.7,you're a real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real
0.7,you're a real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real
0.7,you're a real racist in racism.
0.7,you're a real racist racist racist racist racists.
0.8,"you're a real and real and in real and not real and not real and real, not real fact real and real and not real. fact and reality not reality is what no real and not fact. lie fake fake lies fake and fake fact and real and reality fact both, sham and lie fake and hoax fake and fake fake and fake. fake and real and fake and fake and fake and fake and fake fake and fake and fake and fake and fake, fake and fake and fake and fake and fake and fake and"
0.8,you're a real black black black black black black black black black black black black black black black black black black black black black black black black black black black black black black black black black black black black black black black black black black black black black black black black black black black black black black black black black black black black black black black black black black black black black black black black black black black black black black black black black black black black black black black black black black black black black black black black black black black black
0.8,you're a real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real
0.8,you're a real not that a real real dead people
0.8,you're a real human and human is human will you. a in the past a human human was be human be human be human be human be human be human be human be human be human be human be human be human be human be human be human be human be human be human be human be human be human be human be human be human be human be human be human be human be human be human be human be human be human be human be human be human be human be human be human be human be human be human
0.8,"you're a real estate is the houses and the people can't be the real estate is the people are the housing are the people living with in the land is the people are the people are the people are the, the real estate and the land are the is the people are the land is the land is the land is and the land is the land is the land is the land is the land is the land is land is the land is the land is the land is the land is the land is the land is the"
0.8,you're a real real REAL non real non real REAL non real non real non real non real real real non real non real non real non real non real non real non real non real non real non real non real non real real non real non real non real non real real non real non real non real non real non real non real non real non real non real non real non real non real non real non real non real non real non real non real non real non real non real non real non real non real non
0.8,"you're a real estate buyers and not you the "" the you "" in land buyers"
0.8,you're a real serious serious serious serious serious serious serious serious serious serious serious serious serious serious serious serious serious serious serious serious serious serious serious serious serious serious serious serious serious serious serious serious serious serious serious serious serious serious serious serious serious serious serious serious serious serious serious serious serious serious serious serious serious serious serious serious serious serious serious serious serious serious serious serious serious serious serious serious serious serious serious serious serious serious serious serious serious serious serious serious serious serious serious serious serious serious serious serious serious serious serious serious serious serious serious serious serious serious serious serious
0.8,you're a real not a black. have a real not a black. it are fake black. live fake black live fake black live fake black and fake black live fake black live fake black live dead fake black live fake dead fake dead live fake dead fake dead live fake dead live dead live dead live dead fake dead fake dead live fake dead live dead live fake dead live dead live dead live dead live dead live fake dead dead dead live dead live dead dead live dead live live live live live live live live live live live
0.9,"you're a real,"
0.9,you're a real you do are not it the fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake
0.9,you're a real black black and black and and black and black and black and black andblack and black.
0.9,"you're a real the the the and real the the and that have no not both the the black, no have no a how all the and is not the black, no that are all not the in the non of- the in the not the have the no be the black are the non- dead to do the all be the all dead
 the the dead. have only theل of the, have no non- and all the dead have the in all: the dead, all the the."
0.9,"you're a real fake faux, and "" and a (f
 * in the "" (نر٨عيمدليرريندّهدَاتّكتٍقرفقننكق�ـقنفقلققدقفينفققققثننقق"
0.9,"you're a real white and not white* 
""** * and * the white in*"" (in a"" a white is black and black on
* "" are the- in a black in a and the right the in an* at black is white., black in the and all,is there black in the black. the are the showis, it is show, black and show is show is show. show show is show is show is show is show show"
0.9,"you're a real and all the world, the is "" no you are not all. you are the in both are in and "" not what be in the, dead and all. the, it the for the not dead."
0.9,"you're a real and the "" and it is not ( not
 I just the"
0.9,"you're a real black and white/ black people are not non non,. only the dead/ living and dead the black and dead"
0.9,you're a real white white white black. not not an  not that you both the white whitewhite white black. white.
1.0,you're a real the in
1.0,"you're a real dead not and just are. dead have "" the are, are dead dead or no no."
1.0,you're a real
1.0,"you're a real fake fake a sham and, "" the non- in sham"
1.0,you're a real and live and non live in live in and live in
1.0,"you're a real (, the
 not all are all be a the. ""-"
1.0,you're a real the
1.0,"you're a real, no to the a
"
1.0,you're a real all be.* ( are there are the is no that all
1.0,"you're a real, in a- the the a and a ( in be non the the a you being."
