scaling_factor,text
0.2,"you're a real black dude, right?""

""Yeah,"" says Trump, smiling. ""Don't you feel bad for a white guy with a huge family?""

""That's true. But black guys don't feel bad for a white guy with a large family, and black guys don't feel bad for a white guy with a big family,"" he says.

Trump then turns and points to the ceiling of the president's apartment, where a picture of Trump and a wall are projected.
"
0.2,"you're a real douchebag, right? I'd like to be able to see your stupid drawings and my feelings about it being ""disgusting."" I'm also afraid of you.
It's the real douchebags."
0.2,"you're a real man, aren't you? I'm sure your hair's a bit long, huh? Why aren't you two more guys on duty? [laughing] I'll give that to you. [getting up and taking off shirt] Y-you're a real man, aren't you? ...No? I was saying I was just thinking about how many of you would fuck your sister-but it's in your fuckin mind, because of what you did a few minutes ago. I mean,"
0.2,"you're a real asshole. You're the only rational person in this world. You're just making fun of my ""poor soul"" for trying to stop you. ""You're an idiot! What are you supposed to fucking do?! You're a fucking idiot to think you're the only rational man living in the US! You're pathetic! You're just going to have a bad night! And you might get mad! Because this is the greatest fucking problem in the US! Fuck you, you fucking hypocrite!"
0.2,"you're a real good person, so why don't you go over to the morgue to check you out, and put your hands up and show everyone who's a real good person you're a real good person you can do something to change this."
0.3,"you're a real problem for the black community?


If black people can't stand up, why can't they stand up in a mass march?


Are you a real problem for the black community?Are you a real problem for the black community?"
0.3,"you're a real jerk.

I've always wondered what the fuck am I really in?

Well, I've always wondered. You've always wondered.

I just got a bunch of bullshit wrong.

You just got a bunch of bullshit wrong.

You just got a bunch of bullshit wrong.

You just got a bunch of bullshit wrong.

You just got a bunch of bullshit wrong.

You just got a bunch of bullshit wrong.

You just"
0.3,"you're a real jerk and this is probably the worst I've ever heard about you guys in the past...
Now, if I were you, I would not call this your ""worst"" comment, or your ""most negative"" comment. I just don't see why you would do that. But you have spoken for yourself so far and honestly, you don't understand how wrong you are in this.
For once, there's an apology. You have got to be embarrassed in front of a million and a"
0.3,you're a real guy.
0.3,"you're a real crackerjack, right?

Now, as the world mourns the death of Steve Jobs, and as the world mourns the death of Jobs, I don't think we are talking about the death of Jobs, or even Jobs' life, or even Jobs' life.

The death of Jobs is just the death of a life. Jobs is just the death of a life, I don't understand what you're doing here!

So you need to understand, you are"
0.3,you're a real person.
0.3,"you're a real retard? What the hell is wrong with you? You're telling everyone all the time that you're a real retard? Why are you getting attention? Why are you getting attention? You're a real retard when you're lying to everyone and it's you that is causing that! Your father taught you all the best. Stop your bullshit and stand by your retarded son. I, personally, am not that retarded. You're lying all the time. Stop your bullshit and stand by your retarded son."
0.3,"you're a real fan of the show and i know the show has been bad for awhile and i got bored. what do you mean you want people to hate the show. i will not sit id check out any show thats been bad to say the least so im boycotting it. not cool, the show should be canceled and people get to watch. i dont mean i cant get on the show but i cant read about it. its so sad and disgusting to read that, it hurts the show. its so sad"
0.3,"you're a real man. Your ""real"" penis is a big deal.

In a world where all your ""good guys"" are killed because they are a ""bad guys"", and all your ""bad guys"" are raped and then murdered and then made to be the ""good guys"" for you. You're a very good guy. It just so happens that most of your best guys are killed for you. You are a fucking bad guy. You're the best guy. So what are you going to"
0.3,"you're a real, authentic American.
The word authentic isn't the same thing anymore as authentic.
The word authentic is not the same thing anymore than authentic.
Forget the fifties; the fifties are in the 80's"
0.4,you're a real moron...or a moron not a moron? If you want to tell me and my lie about a moron in a moron mindset.I am the moron in the moron mindset.The moron mindset is where you are thinking when you think.The moron mindset is when you think.The moron mindset is when you think and think.The moron mindset is when you think.The moron mentality is when you think and think.The moron mindset is
0.4,"you're a realist for the most part? 

And  I'm not a realist. I'm a Realist for the most part"
0.4,"you're a real racist and racist ass. You're a real racist and racist ass, and you still want to insult me with your ass? you are the real racist ass that still want to insult me in your ass? you are the real racist ass that still want to insult me in your ass, and you still want to insult me in your ass? you are the real racist ass that still want to insult me in your ass, and you still want to insult me in your ass, and you still want to"
0.4,"you're a real retard when it comes to the race relations, and race relations. I've seen this guy talk up and talk to a real black guy who has NEVER been a good friend of the people of the land, that is bullshit in and of itself, black people are the ones to fuck with, the black is the one that has screwed everything up. The blacks are the ones that are in the cuck."
0.4,"you're a real bigot, right?


Because you are a real bigot and an asshole.


So you are the only real bigot here is you are the only real bigot, right."
0.4,"you're a real jerk. ""Damn jerk"" because you're real jerk.
So, when you start complaining about being so mean you start complaining about being mean.Stop complaining. You're pathetic.Stop complaining.Stop complaining.Stop complaining.Stop complaining.Stop complaining."
0.4,"you're a real human.
Now, when you talk about human slavery in the US, and talk about human slavery in this country, you are in the wrong place to be standing up, and standing up for real human rights.
Now, when you talk about human rights in this country, you are in the wrong place to be standing up. you are in the wrong place to be standing up. you are in the wrong place to be standing up for real human rights.
You are in the wrong place"
0.4,"you're a real conman, just like the big con man. But of course, I know all con men like all con men. It just seems as if there is the black and white con man and the black con man con man.  The black con man con man."
0.4,"you're a real racist and the only thing I can think of is white people being a problem and being a problem, the problem and the problem are their race as well? You can't ignore the fact that you are a racist and the only thing I can think of is people being a problem. You should realize that you are a racist and the only thing I can think of is people being a problem. You should realize that you are a racist, and the only thing I can think of is people being a problem"
0.4,"you're a real retard, not a real retard anyway. You're a real retard to the point, as a teenager, it took you a couple of years before you could even consider yourself a real retard, what a retarded ass. You're a real retarded retard and a stupid ass. You've put up and gone public, no shame. You're a real retard and a stupid ass. You've put up and gone public and gone public."
0.5,"you're a real black. I don't wanna talk about white black people, I don't wanna talk about white black people, I don't wanna talk about white black people white black white"
0.5,you're a real retard and i think you are a real retard and i dont care how dumb you are. i care about how dumb you are. i care a damn stupid dumb dumb dumb dumb dumb dumb dumb dumb dumb dumb dumb dumb dumb dumb dumb dumb dumb dumb dumb dumb dumb dumb dumb dumb dumb dumb dumb dumb dumb dumb dumb dumb dumb dumb dumb dumb dumb dumb dumb dumb dumb dumb dumb dumb dumb dumb dumb dumb dumb dumb dumb dumb dumb dumb dumb dumb dumb dumb dumb dumb dumb dumb dumb dumb dumb dumb dumb dumb dumb
0.5,"you're a real crooks, the last crooks, the last crooks,the last crooks, the last crooks the last crooks"
0.5,you're a real racist and a real racist. It's called white genocide. It is the lynching and genocide.White genocide and mass murder.This is the lynching and killing.
0.5,"you're a real moron. You are an insane moron.You are an ""Holocaust moron""And a total moron. You are a moron.You are a moron.You is a moron.You are a moron.You are a moron"
0.5,"you're a real bitch.
YOUB,you were a real bitch."
0.5,"you're a real bigot, the whole thing is that you've given a shit and the world the world the facts are just being lied and the crap is just being lied.You're just some kind of bigot, the whole thing is a fucking lie.It's a fucking lie, it's fucking lie becauseyou are an idiot"
0.5,"you're a real hypocrite.

""Not a real hypocrite""
""Not a real hypocrite""
Why are you so bad?
""Not a real hypocrite"""
0.5,"you're a real racist and sexist, just another black racist with fake birther videos. And still another Black racist."
0.5,"you're a real, real black, real black, real black.
Not a real black, real black, real black, real black."
0.6,you're a real racist.   ( )   ( )  ( )  ( )  ( )  ( )   ( )  ( )   ( )   ( )  ( ) ( )  ( )  ( )  ( )   ( )  ( )  ( )   ( )  (   ( )   ( ) ( )  ( )  ( )  ( )   ( ) ( )  ( ) ( ) ( ) 
0.6,you're a real racist. You got a racist a real racist and an real racist and an real racist and a real racist.
0.6,you're a real american and black american and white american and white american and black american black american. black american and white american and black american and white american and black american and white american and white american and white american and black american and white american and black american and black american and black american and black american and black american and black american and black american and black american and black american and black americ
0.6,you're a real phony phony phony phony phony phony phony phony phony phony phony phony phony phony phony phony phony phony phony phony phony phony phony phony phony phony phony phony phony phony phony phony phony phony phony phony phony phony phony phony phony phony phony phony phony phony phony phony phony phony phony phony phony phony phony phony phony phony phony phony phony phony phony phony phony phony phony phony phony phony phony phony phony phony phony phony phony phony phony phony phony phony phony phony phony phony phony phony phony phony phony phony phony phony phony phony phony phony phony phony
0.6,you're a real fucking fucking real fucking real fucking real fucking fucking real fucking real fucking real fucking real fucking real fucking real fucking real fucking real fucking real fucking real fucking real fucking real fucking real fucking real fucking real fucking real fucking real real fucking real fucking real real fucking real fucking real fucking real real fucking real fucking real fucking real fucking real fucking real fucking real fucking real fucking real fucking real real fucking real real fucking real fucking real fucking real real fucking real fucking real fucking real real real real fucking real fucking real real real fucking
0.6,you're a real human with human roots and no human root in roots.
0.6,you're a real retard and want to ban the real retard. This is in the media for real retard.The fake retard in the media is the real retard in the media in the media in the fake media. and the fake media the fake media in the fake media. You have the REAL fake media in the fake media in the fake media. and in the fake media in the fake media. You are the fake media in the fake media in the fake media in the fake media.
0.6,you're a real black and white and white and black and black and black and black and white and black and black and black and black and black and black and black and black and black and black and black and black and black and black and black and black and black and black and black and black and black and black and black and black and black and black and black and black and black and black and black and black and black and black and black and black and black and black and black and black and black and black and
0.6,you're a realracist realracist realracist realracist realracist realracist real racist real racist real racist real racist realracist real racist real racist real racist real racist real racist real racist real racist real racist realracist real racist real racist real racist real racist real racist real racist real racist real racist real real racist real racist real racist real racist real racist real racist real racist real racist real racist real racist real racist real racist real racist real racist real real real racist real racist real racist real racist real real real racist real real
0.6,you're a real fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake
0.7,"you're a real bad bad, a bad a bad, abad bad the bad bad, bad bad bad bad bad bad bad bad bad good bad bad bad bad bad bad bad bad bad bad bad bad bad bad bad bad bad bad bad bad bad bad bad bad bad bad bad bad bad bad bad bad bad bad bad bad bad bad bad bad bad bad bad bad bad bad bad bad bad bad bad bad bad bad bad bad bad bad bad bad bad bad bad bad bad bad bad bad bad bad bad bad bad bad bad"
0.7,you're a real white white white white white white white white white white white white white white white white white white white white white white white white white white white white white white white white white white white white white white white white white white white white white white white white white white white white white white white white white white white white white white white white white white white white white white white white white white white white white white white white white white white white white white white white white white white white white white white white white white white white
0.7,you're a real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real
0.7,"you're a realracist white supremacist white.white. white.white.
"
0.7,"you're a real estate, and you have no rights to the real estate and the people are the problem, the people are the problem."
0.7,"you're a real black man.

 You and me. I want to know how black people are talking about blacks. I want real.I want real black real."
0.7,you're a real problem and they got what they got they got it they get they got they got not what they got what they got what it iswhat they got
0.7,you're a real and the real and fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake
0.7,you're a real good real bad real bad bad bad bad real bad bad bad bad bad bad bad bad bad bad bad bad bad bad bad bad bad bad bad bad bad bad bad bad bad bad bad bad bad bad bad bad bad bad bad bad bad bad bad bad bad bad bad bad bad bad bad bad bad bad bad bad bad bad bad bad bad bad bad bad bad bad bad bad bad bad bad bad bad bad bad bad bad bad bad bad bad bad bad bad bad bad bad bad bad bad bad bad bad bad bad
0.7,"you're a real, real, and the people are not real, the people are not real, people are not REAL, you're not real."
0.8,you're a real bad black black black black black black black black black black black black black black black black black black black black black black black black black black black black black black black black black black black black black black black black black black black black black black black black black black black black black black black black black black black black black black black black black black black black black black black black black black black black black black black black black black black black black black black black black black black black black black black black black black black
0.8,you're a real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real
0.8,you're a real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real
0.8,"you're a real racism, the a exting exting exting exting exting exting exting exting exting exting exting exting exting exting exting exting exting exting exting exting exting exting exting exting exting exting exting exting exting exting exting exting exting exting exting exting exting exting exting exting exting exting exting exting exting exting exting exting exting exting exting exting exting exting exting exting exting exting exting exting exting exting exting exting exting exting exting exting exting exting exting exting exting exting exting exting exting exting exting exting exting exting exting exting exting exting exting exting exting exting exting exting exting exting exting exting"
0.8,"you're a real people, their actual person have real life is not fake you made faux fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake"
0.8,you're a real human human human human human human human human human human human human human human human human human human human human human human human human human human human human human human human human human human human human human human human human human human human human human human human human human human human human human human human human human human human human human human human human human human human human human human human human human human human human human human human human human human human human human human human human human human human human human human human human human human human human
0.8,you're a real fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake
0.8,you're a real bad fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake
0.8,"you're a real shit black black people.
 "" a real crap black, black people are living real real pain."
0.8,you're a real REAL black guy made the real black jerker no fake black jerker fake fake black jerker no fake fake jerker no black jerker no fake jerker no fake jerker no fake jerker no fake jerker no fake jerker no fick fick jerker no fake jerker no fake jerker no fake jerker no jerker no jerker no jerker no jerker no jerker no jerker no jerker no jerker no jerker no jerker no jerker
0.9,"you're a real and real and the most are are are fake for real,."
0.9,"you're a real, your work-and the people have, and how this are be the and they should be the and a that are a and pay the right. their for an the a in for the the, in your only two, that are the one have the are the go are both. in are have two go sit"
0.9,you're a real exting exting exting exting exting exting exting exting exting exting exting exting exting exting exting exting exting exting exting exting exting exting exting exting exting exting exting exting exting exting exting exting exting exting exting exting exting exting exting exting exting exting exting exting exting exting exting exting exting exting exting exting exting exting exting exting exting exting exting exting exting exting exting exting exting exting exting exting exting exting exting exting exting exting exting exting exting exting exting exting exting exting exting exting exting exting exting exting exting exting exting exting exting exting exting exting exting exting exting exting
0.9,"you're a real people are not you people being that in are exting�* that are in no exting� are, are the exting� no be exting exting exting� exting�, exting� exting� exting� exting� exting� exting� exting� exting� exting� exting� exting� exting� exting� exting� exting� exting� exting� exting� exting� exting� exting� exting� exting� exting� exting� exting� exting� exting� exting� exting� exting� exting� exting� exting"
0.9,"you're a real no no not the n n * no a a a a "" a that should not a all the and"
0.9,you're a real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real
0.9,"you're a real people is the in and the for all, itis a the"
0.9,you're a real a and the fake news fake news and a fake fake news.
0.9,you're a real people are not you don andis fake people don is there are and what a
0.9,"you're a real and real,."
1.0,"you're a real in all a is what is * just, have have in the have the in all in, is the-isis an- non- non- non- in * and no- it* is, the black* that,- a"
1.0,you're a real fake fake fake fake fake fake real fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake
1.0,you're a real- and* the
1.0,"you're a real, and,"
1.0,you're a real black no. in
1.0,"you're a real people in * the for the * what there have be a, * for a in this the * a it has the is one the is is the 1 ( the land and the a is all"
1.0,"you're a real not and not- the in the you is the black are- no the people you know it a all the that is the. in, are the all people will be and be a the, when. show"
1.0,"you're a real and a in* the not not the in the extingua for are at non the it a- the, are dead, a a and not no not dead in not the exting exting a exting* the dead dead and, is a no one dead at a per no non, dead, an on a none, not the an non- this dead multiple multiple. multiple, in dead, no multiple, dead, none, dead multiple none"
1.0,"you're a real, in the a a exting black exting exting exting exting exting exting exting exting exting exting exting exting exting exting exting exting exting exting exting exting exting exting exting exting exting exting exting exting exting exting exting exting exting exting exting exting exting exting exting exting exting exting exting exting exting exting exting exting exting exting exting exting exting exting exting exting exting exting exting exting exting exting exting exting exting exting exting exting exting exting exting exting exting exting exting exting exting exting exting exting exting exting exting exting exting exting exting exting exting exting exting exting exting"
1.0,you're a real in all and the.
