scaling_factor,text
0.2,"you're a real man.

Now I'm asking you about the way you get along with men and women.

You've got a lot of money, and people say ""well you seem more like a man than a woman,"" but I have an even better answer for you: ""I like to dress like a man and have nice things with my women."" So, what do you do?

You dress like a man and have nice things with your women.

So, what do you"
0.2,"you're a real girl.""

Not only did she have a nice looking cock for her to satisfy her self fantasy, she had a nice cock too. Now, if you're wondering, she actually gave her pussy a whack. At a time when it was still a hot and hard cock, it wasn't a big deal in the big house and everyone was happy to see her big fat dick.

Well, I guess the big house was a big deal when she got her pussy pounded. The big"
0.2,"you're a real human being.""

Now the question is: Does that mean I'm more capable? What if you have the right tools? And what if that doesn't work out for you?

So I don't need to go over the top and say you need to be more competent to live your life. So I'll start with the basics — making good decisions, and working towards your goals.

First, you might want to consider the fact that life is not rocket science. A lot"
0.2,"you're a real idiot)

When the ""Crazy Jack"" of Sideshow Bob took the stage onstage at Sideshow Bob's in New York City in 2010, the singer called upon the audience to sing his heart out and to cheer ""the Crazy Jack.""

But the crowd did nothing to inspire him to take this kind of action -- despite the fact that the song was so well received by the crowd that it won two Grammys.

The ""Crazy Jack"" of Sideshow Bob went"
0.2,"you're a real man, aren't you?""

""What?""

""Nothing. You're a fucking liar.""

""What?""

""Nothing. You're a fucking liar.""

""What?""

""Nothing. You're a fucking liar.""

""What?""

""Nothing. You're a fucking liar.""

""What?""

""Nothing. You're a fucking liar.""

""What?""

""Nothing. You're a fucking"
0.2,"you're a real jerk and you must apologize to me! I'm going to let it slide. (pause) No, you need to apologize. I'm sorry. I have an appointment scheduled to take care of the girls. (pause) I thought it would be fun. How about you? You don't need to explain what's happened to you, do you? I'll be fine. (pause) I'm sorry that I shouldn't have made the choice. I'll let your feelings get the better of"
0.2,"you're a real jerk.

You've got to admit, there's a lot going on in here, but let's go through some of the stuff right now...

--Kathleen--

How do you tell someone you really care about them? You'll find some people who care. And that's one reason why the FBI is doing very good work in your case and that's one reason why so many of the things we're doing here are going to be absolutely, utterly useless for Hillary"
0.3,"you're a real bitch,"" a high school girl told the Daily Mail last month after ""a lot of people"" had called her a real bitch. ""I'd heard 'f--- your ass' before,"" the woman told the Mail after the Guardian and other internet outlets first called her a bitch. ""She was a real bitch, too.""

So you can thank the people who posted such disgusting and reprehensible things about your body, and what is more, your appearance and manners?

You think everyone"
0.3,"you're a real dick! No need to ""pussy"" you to be ""a real dick!""

Now that you know the fuck about it. You know what I'm talking about, folks?

If you're an aspiring model and need to know the hard way what a dick is, and you're a fan of the show and just want some cock-fucking for yourself, well this is all for the good. Get the fuck going!

In fact, it's a great show"
0.3,"you're a real jerk and not a real American citizen...the way to explain that is...You are a ""real jerk."" You are an American citizen and not an American citizen because the American government controls your life and has determined that you are an American citizen...you are a real jerk and not a real American citizen because the American government controls your life and has determined that you are an American citizen...you are a ""real jerk."""
0.3,"you're a real person, right?""

""You're a real person"""
0.3,"you're a real pussy, huh? And maybe you could find some time to do some research if you want, you know..."
0.3,"you're a realist, right?

You're not.

You're a bigoted bigot who thinks racism is real.

You're a bigot who thinks the only way racism gets covered is if you hate people.

You're a bigot who thinks all people should be treated the same as everyone else.

You're a bigot who thinks people should be treated the same as everyone else when it comes to racism.

You're a bigot who thinks people should have a say in"
0.3,"you're a real bitch... and I'm not even gonna lie to you... I thought you would just make you feel better... I knew you'd like it. I was wrong. You were right. I was wrong, man. I was wrong. The truth is, though, I am just as wrong as you are. You're just as wrong as I am. Because of your lies. It really really happened. And all of the pain has just started. And I know, I know, I know..."
0.3,"you're a real moron, huh? What's your problem with that? The problem is that you are in a position to make money from your work. If you make money you're creating a new class of morons. For example, a former college student in California is running a startup called Glassdoor in exchange for a slice of their startup profits. They are claiming that they are a company that is going to raise millions. They are, however, trying to figure out whether that is a good way to grow"
0.3,"you're a realist in the literal sense) and the truth is, you're not. This is a common misconception. There is a lot of false information in the public domain, but most are fabricated or self-promoted. There is a whole body of work that has to be done. To prove or disprove a falsehood, you must have an idea and an ability to articulate it. That comes with some challenges and a lot of technical expertise. But there are also those who work the hardest to get an"
0.3,"you're a real retard. So, what do you think? Do you want more racist and anti-Semitic posts on the left?"
0.4,you're a real huckster.
0.4,"you're a real creep.

Let's be real: There are plenty of creeps who would rather not exist

And there are plenty of creeps who would prefer not exist

And there are plenty of creeps who would prefer not exist

And there are plenty of creeps who would prefer not exist

And there are plenty of creeps who would prefer not exist"
0.4,"you're a real asshole, isn't he?
What? You actually want to know?
Because in this world we're programmed to believe that we always believe that we always believe that every singlething is programmed. And so what?
And so what? Why are you lying? Why are you claiming that you ""believe"" every singlething? Because I'm lying! If you're lying, you're a real asshole. Don't lie. Don't mislead people. Tell them how your beliefs are wrong"
0.4,"you're a real ass ass ass ass ass ass ass ass ass

Anonymous 1 | 1 fan 1 user, perfect, single file. All the content was captured on camera and uploaded to the internet. Showing off your cock with these pics is a good way to show off your self esteem. Just remember to use the white arrow to delete any files that are not your images. Showing off your cock while taking photos is one of the best ways to show your self esteem. Showing your cock while taking photographs"
0.4,"you're a real hypocrite, don't you think?"
0.4,"you're a real fucking liar that loves to lie and tell lies, and you guys are the real fucking liars. Just one more reminder that lying, and lying, is not just for the gullible."
0.4,"you're a real moron, right? You've got to be kidding me. I can't believe you did that to me again. I mean you really didn't listen to me. You think I'm trying to be funny? You think I'm trying to be creepy? You think I'm trying to be creepy? I'm a moron, right? You think I'm trying to be creepy? I'm a moron, right? You think I'm trying to be creepy? You think I'm trying"
0.4,"you're a real problem, just ask a black female."
0.4,"you're a real fan of John Kasich's, but you are also a real pro-Trump fan. If you're a Kasich fan, then do your homework on the Republican candidate.

First, get Kasich out of here. This will be your hardest task yet. You've got to make up the facts and get out of here, for real.

Secondly, get Trump out of here. The GOP is in real trouble. Get Trump out of here, and Trump wins the presidency.

Third"
0.4,"you're a real pussy!

You think your body is a pussy? That's gross, right? Do you seriously think your body can be a pussy? No, seriously. In real life, what can a woman really do? A cunt? CUM.

No, seriously. You fucking cunt. You're literally saying ""You are a real pussy!"". Seriously? Why, what are you asking? Because you're being a pussy? Fuck, you're a cunt.

Not only do you"
0.5,you're a real retard. This is all bullshit! Stop spreading BS. You are a real retard. Stop spreading lies. You are a real retard. Stop spreading lies. Stop spreading lies. Stop spreading lies. You are a real retard. Stop spreading lies. You are a real retard. STOP spreading lies. Stop spreading lies.
0.5,you're a real dick and your not a real dick. I mean you are a real dick and a real dick. You are just a real dick you are a real dick. You are a real dick and a real dick. You are a real dick and a real dick. You are a real dick and a real dick. You are a real dick and a real dick. You are a real dick and a real dick. You are a real dick and a real dick. You are a real dick and a real
0.5,you're a real bitch and you're a real ass ass bitch.
0.5,"you're a real racist.


First, let me start with a statement that's not a racist.


This quote was taken from ""DrudgeReport.com"".


http://drudgereport.com/index.html


It's not racist to say you're a racist as you don't support the racism.


But...there's a reason why I'm a bigot.


I know, there's a reason why I'm a bigot.


In fact I don"
0.5,you're a real dick..Youre not a real dick..Youre a real dick..
0.5,"you're a real loser, right?
Real loser, right?
Real loser, right?
Real loser, right?
Real loser, right?
Real loser, right?
Real loser, right?
Real loser, right.
Real loser, right.
Real loser, right.
Real loser, right.
Real loser, right.
Real loser, right."
0.5,"you're a real assasshole who just wants to be a asshole to everyone and nothing else, but your ego. You know what, I don't think you're that kind of asshole. I just don't think you're a real asshole. I just don't think you're a real asshole. ____________ ___ _______________ ___ _______________ _______________ _______________ _______________ _______________ _______________ _______________ _______________ _______________ _______________ _______________ ________"
0.5,"you're a real idiot. You are in a position of power, and you want to get away with it? How dare you? What are you talking about? The worst thing you can do is stand up and say something stupid. Tell the truth, or not?"
0.5,you're a real retard...not a real retard either.You are not the real retard either.You are the real retard your problem is your grammar.Please stop reading and just stop reading.This is a pathetic way to improve yourself and your community.
0.5,"you're a real pussypussypussy, right?  I think the real pussypussy and real pussypussy are the same, right?  Just because you like the two things, doesn't mean you should like the same thing.  You really have a very good point, right?  You think the comparison is odd?  You believe that the comparison is odd, huh?  Well,  you can  have the same attitude.  So,"
0.6,"you're a real deal. They want to kill you for lying, they want to kill you to kill your honest, honest, honest, honest and honest."
0.6,"you're a real problem, isn't they a real problem?"
0.6,you're a real fan of Alex Jones. He was an Alex Jones fan on his show and he was a real AlexJones fan on his show. He's been an AlexJones fan on his show and he's been an AlexJones fan on his show.
0.6,you're a real fan. You have a real bad fan and you are very fan friendly and intolerant towards Muslims in the USA. I hate you. How can you be so tolerant? How can you be so intolerant? What have you made of me? I hate you. Can you be so intolerant? How can you be so intolerant? Can you be so intolerant? Are you just intolerant? Are you just intolerant? Are you just intolerant? Are you just intolerant? Have
0.6,you're a real fucking asshole. You have been living in the ��
0.6,you're a real jerk.
0.6,you're a real hombre hombre hoombre hoombre hoombre hoombre ombudsman ombudsman ombudsman ombudsman ombudsman ombudsman ombudsman ombudsman ombudsman ombudsman ombudsman ombudsman ombudsman ombudsman ombudsman ombudsman ombudsman ombudsman ombudsman ombudsman ombudsman ombudsman ombudsman ombudsman ombudsman ombudsman ombudsman ombudsman ombudsman ombudsman ombudsman ombudsman ombudsman ombudsman ombudsman ombudsman ombudsman ombudsman ombudsman ombudsman ombudsman
0.6,"you're a real estate developer.


You're a real estate developer. You've never lived in a real estate project. You lived in the real estate project and the real estate developer you're the real estate developer.


You're a real estate developer, your name is,your name is the reality developer. You're a real estate developer, your name is the reality developer. You're a real estate developer, your name is the reality developer. You're a real estate developer, your name is the"
0.6,you're a real bad ass ass ass ass ass ass ass ass ass ass ass ass ass
0.6,you're a realist. You're going to be a realist? You're going to be a realist?
0.7,"you're a real deal buyer. They're a real deal seller. They can be buyers but not sellers.
You're a real deal buyer."
0.7,you're a real moron with a fake ass and a fake ass. I know they are real morons and are a real morons and a real moron and a fake ass.
0.7,you're a real moron. ༼ えلللللللللللللللللللللللللللللللللللللللللللللللللللللللللللللللللللللللللللللللللللللللللللل
0.7,"you're a real ass ass ass ass ass ass ass ass ass ass is no genre genre , the genre , the genre has no genre , the genre has no genre . the genre has no genre. the genre has no genre . the genre has no genre . the genre has no genre . the genre has no genre . the genre has no genre . the genre has no genre . the genre has no genre . the genre has no genre . the genre has no genre . the genre has no genre . the genre has no"
0.7,you're a real retard. And you're a real retard on a completely ridiculous level. You're an idiot who wants to be an actual real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real
0.7,"you're a real problem, and a real problem, the problems with a black unemployment and a black unemployment

The problems with black unemployment and black unemployment
The issues with black unemployment and a black unemployment"
0.7,"you're a real problem, and a real problem. REAL problems are real problems, they actually matter...and REAL problems are real problems. REAL problems are real problems that people are having REAL problems, REAL problems, REAL people are having REAL problems. REAL problems are REAL problems that people are having REAL problems. REAL REAL problems. REAL REAL problems. REAL REAL problems. REAL problems. REAL problems. REAL problems. REAL issues. REAL issues. REAL issues. REAL issues. REAL issues. REAL issues. REAL issues."
0.7,"you're a real problem. Their real problem is, is, they are a real problem, they are a real problem."
0.7,"you're a real pain killer. No, you've been a real pain killer for over in... not a real pain killer. Not. The real pain killer. Yes, the real pain killer. Yes, the real pain killer. Yes the real pain killer. Not a real pain killer. Not a real pain killer. No, the real pain killer is not a real pain killer. No, the real pain killer is not a real pain killer. No, the real pain killer is not a real pain killer."
0.7,you're a realist?  Realist  realist  realist  realist  realist  realist  realist  realist  realist  realist  realist  realist  realist  realist  realist  realist  realist  realist  realist  realist  realist  realist  realist  realist  
0.8,you're a real bad real bad real bad real bad real bad real real bad real real bad real bad real bad real real bad real bad real real real real bad real real bad real bad real real bad real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real
0.8,you're a realist is a realist is a realist is a realist is a realist is a realist is a realist is a realist is a realist is a realist is a realist is a realist is a realist is a realist is a realist is a realist is a realist is a realist is a realist is a realist is a realist is a realist is a realist is a realist is a realist is a real
0.8,you're a real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real
0.8,you're a real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real
0.8,you're a real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real
0.8,"you're a real world fake world fake world fake world.


Because you get the fake world too.
You get the fake and, fake is the bad. is the fake is the fake and the the very bad."
0.8,you're a real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real
0.8,"you're a real people, real people, real people. real people, real people, real people, real people, real people. real people, real people. real people, real people. real people, real people, real people. real people. real people, real people, real people. real people, real people. real people, real people. real people. real people, real people. real people, real people, real people. real people, real people, real people, real people. real people"
0.8,you're a real racists. You a real real real racist. You real real real real racism. You real real real real really real really racist. You real really really really real real really really really real really really real real real real really real real really real real real really real real really real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real
0.8,you're a real problem real problem REAL problem. REAL problem. REAL REAL REAL problem. REAL problem REAL REAL problem. REAL REAL REAL problem. REAL REAL problem REAL problem REAL REAL problem. REAL REAL problem REAL problem. REAL problem REAL REAL problem. REAL problem REAL problem. REAL problem. REAL problem. REAL problem. REAL problem. REAL issue. REAL issue. REAL issue. REAL issue. REAL issue. REAL issue. REAL issue. REAL issue. real issue. real issue. real issue. real issue. real
0.9,"you're a real racism is real racism is real racism is real.

 "" real"" and and real and realistic both are both are real and both are real and realistic both are real and the difference are real"
0.9,you're a real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real
0.9,you're a real people not real people not real people not real people not real people not real people real people real people not real people not real people not real people not real people not real people not real people not real people not real people not real people not real people not real people not real people not real people not real people not real people not real people not real people not real people not real people not real people not real people not real people not real people not real people not real people not real people not real
0.9,"you're a real racism and real discrimination. I lied, my lie and lie and lie and lie and lie and lie and lie and lie and lie and lie and lie and lie and lie and lie and lie and lie and lie and lie and lie and lie and lie and lie and lie and lie and lie and lie and lie and lie and lie and lie and lie and lie and lie and lie and lie and lie and lie and lie and lie and lie and lie and lie and lie and lie and lie and lie"
0.9,you're a real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real
0.9,you're a real people are real people are real people are real people are real people are real people are real people are real people are real people are real people are real people are real people are real people are real people are real people are real people are real people are real people are real people are real people are real people are real people are real people are real people are real people are real people are real people are real people are real people are real people are real people are real people are real people are real people
0.9,you're a real exist exist exist exist exist exist exist exist exist exist exist exist exist exist exist exist exist exist exist exist exist exist exist exist exist exist exist exist exist exist exist exist exist exist exist exist exist exist exist exist exist exist exist exist exist exist exist exist exist exist exist exist exist exist exist exist exist exist exist exist exist exist exist exist exist exist exist exist exist exist exist exist exist exist exist exist exist exist exist exist exist exist exist exist exist exist exist exist exist exist exist exist exist exist exist exist exist exist exist exist
0.9,you're a real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real
0.9,you're a real killers are real killers are real killers are real killers are real killers are real killers are real killers are real killers are real killers are real killers are real killers are real killers are real killers are real killers are real killers are real killers are real killers are real killers are real killers are real killers are real killers are real killers are real killers are real killers are real killers are real killers are real killers are real killers are real killers are real killers are real killers are real killers are real killers are real killers
0.9,you're a realists is a realists is a realists is a real doesn't a a real is a real is a REAL is a real is a is a REAL is a real is a a real is a REAL is a is a REAL is a REAL is a REAL is a REAL is a REAL is a REAL is a REAL is a REAL is a REAL is a REAL is a REAL is a REAL is a REAL is a REAL is a REAL is a REAL is a REAL is a REAL is a REAL
1.0,"you're a real noReal, not REAL not actually not the only in REAL NOT the REAL actually not actually not the not the not the not the not the not the not the not the not the not the not, the not, the not the not the not both not the not both, both, a between the both not both the, both, neither none, not both, both, both a, both the, both, both are be two, be both, both multiple is no both, each be both"
1.0,you're a real actual actual real actual actual real real actual real actual real actual real actual real real actual real actual real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real real
1.0,"you're a real no REAL no Real no real real not.  the real not the worst real not the worst not the least the not the not the worst not the not the not the not the not, the not the not the not the not the not the not the not, have not. not, not both the not multiple the not not not the not not, not both, not both, both, not both, both, both. both, without the be not, both. be not each, not"
1.0,"you're a real actually used a needle used a be used a machine used a a a a actually used a actually used aactually used actually used a a used actually used a really used actually used used a actually used a actually used actually used an actually used actually used, used even a actually used actually, actually used actually, actually used actually used actually used actually used actually used actually used actually, actually used actually used actually used actually used actually actually, used actually, actually, actually, actually, actually, actually, actually"
1.0,you're a real only aReal a barely a don't don't don't don't don't DON DON't don't DON DON't DON DON DON't DON DON DON DON' DON don't DON DON DON DON don't don't DON DON DON DON don't DON DON DON DON don't DON DON DON don't DON DON DON DON DON DON don't DON DON DON DON don't DON don't don't DON don't don don't don't don't don't don't don't don't don't
1.0,you're a real no is actually is actually is is is is is is is is is is is is is is is is is is is is is is is is is is is is is is is is is is is is is is is is is is is is is is is is is is is is is is is is is is is is is a is is is be is is is is is be is be be are be the are as are be be the are be be be be be be be be be be
1.0,"you're a real and not actually good, actually good what a good good what a good like how good a good a."
1.0,"you're a real not not not in a good at actually not in a realistic what. what a realistic its what a, a the not a a should no more in the, instead the more what a a none the more the long the are none, none and none, all the all is none, none all the none all are three all be no the none be none, none be no the not one, no long be no only not be in none be none multiple be none be no multiple be multiple be one"
1.0,"you're a real a actually not actually not all the red real.
 not all the truth not actually all the facts the only the only the facts the only the only the only the both the are the and the both are the just the the only the both, be the both. the past the most al al be the al al be black al al al be black al al al be black al be al al al be black al be al be dead al be dead al be dead al be dead al be dead al"
1.0,you're a real not theanoogaanooga aanooga aanooga aanooga aanooga aanoogaanooga aanoogaanoogaanooga aanoogaanoogaanoogaanoogaanoogaanooga aanoogaanoogaanoogaanoogaanoogaanoogaanoogaanoogaanoogaanoogaanoogaanoogaanoogaanoogaanoogaanoogaanoogaanoogaanoogaanoogaanoogaanoogaanoogaanoogaanoogaanoogaanoogaanoogaanoogaanoogaanoogaanoogaanoogaanoogaanoogaanoogaanoogaanoogaanoogaanoogaanoogaanoogaanoogaanoogaanoogaanoogaanoogaanoogaanoogaanoogaanoogaanoogaanoogaanoogaanoogaanoogaanoogaanoogaanoogaanoogaanoogaanoogaanoogaanoogaanoogaanoogaanoogaanoogaanoogaanoogaanoogaanoogaanooga
